Import Rates,Export Rates,Zip,Utility Name,Utility ID,Tariff Name,Tariff ID
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.14079728,0.14079728,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.09004364,0.09004364,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
0.101166,0.101166,80299,Xcel Energy - Colorado,913,RE-TOU,3270550
